# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (km),Position North of launch (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
33.27,5.0296,-13.974,-4.0048,14.205,4.416,0.21185,0.0097789,0.21208,2.6428,1.2168,1.8608,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.045082,1968963,0,159.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014578,NaN,NaN,NaN,NaN,2.9385,-26.737,445.31,315.1,0.11323,2.5956
33.393,5.0278,-14.418,-3.6364,14.617,4.0961,0.21199,0.0098012,0.21221,2.6472,0.98837,1.8855,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.046389,2026415,0,169.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015003,NaN,NaN,NaN,NaN,3.0819,-26.727,445.41,315.1,0.12207,2.5957
33.526,5.0259,-14.857,-3.2899,14.963,3.7503,0.2121,0.0098241,0.21233,2.652,0.75128,1.8002,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.047484,2074599,0,177.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015422,NaN,NaN,NaN,NaN,3.023,-26.716,445.52,315.11,0.13332,2.5957
33.674,5.0236,-15.291,-2.941,15.297,3.3858,0.21219,0.0098479,0.21242,2.6572,0.50937,1.6775,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.048545,2121404,0,185.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015844,NaN,NaN,NaN,NaN,2.9082,-26.703,445.64,315.12,0.14768,2.5958
33.84,5.0211,-15.722,-2.5862,15.629,3.0002,0.21225,0.0098728,0.21248,2.6632,0.27258,1.5209,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.049597,2167902,0,193.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016269,NaN,NaN,NaN,NaN,2.7449,-26.689,445.78,315.13,0.16665,2.5958
34.031,5.018,-16.142,-2.2069,15.997,2.625,0.21227,0.0098988,0.2125,2.67,0.13563,1.4213,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.050762,2219425,0,202.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016699,NaN,NaN,NaN,NaN,2.7166,-26.672,445.94,315.14,0.19048,2.5959
34.253,5.0144,-16.548,-1.8239,16.362,2.249,0.21223,0.0099262,0.21246,2.6779,0.35036,1.3159,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.051919,2270744,0,212.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017125,NaN,NaN,NaN,NaN,2.7068,-26.652,446.14,315.15,0.22232,2.5959
34.511,5.0101,-16.917,-1.4271,16.749,1.9349,0.2121,0.0099541,0.21233,2.687,0.6755,1.3065,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053146,2325308,0,222.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017544,NaN,NaN,NaN,NaN,2.9183,-26.629,446.36,315.16,0.25841,2.5959
34.85,5.0043,-17.288,-1.0952,17.026,1.476,0.21182,0.0099853,0.21205,2.699,1.0061,0.98949,43.796,-120.65,9.7854,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054022,2364729,0,229.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017936,NaN,NaN,NaN,NaN,2.595,-26.6,446.64,315.18,0.33875,2.596
35.286,4.9967,-17.601,-0.71832,17.372,1.1477,0.21129,0.010017,0.21153,2.7143,1.3937,0.89509,43.796,-120.65,9.7855,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055114,2414056,0,239.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018341,NaN,NaN,NaN,NaN,2.7108,-26.563,447,315.2,0.43566,2.596
35.768,4.9881,-17.782,-0.37512,17.694,1.0371,0.21051,0.010044,0.21075,2.7317,1.8586,0.96686,43.796,-120.65,9.7855,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056129,2460503,0,248.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018703,NaN,NaN,NaN,NaN,3.2029,-26.513,447.48,315.23,0.48212,2.5961
36.268,4.9792,-17.877,-0.19156,17.838,0.78651,0.20949,0.010065,0.20973,2.7507,2.2395,0.76283,43.796,-120.65,9.7855,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056581,2482549,0,252.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018961,NaN,NaN,NaN,NaN,3.2746,-26.458,448.02,315.27,0.5,2.5961
36.768,4.9703,-17.929,-0.10308,17.888,0.34532,0.20832,0.01008,0.20857,2.7701,2.4039,0.32958,43.796,-120.65,9.7855,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056733,2491570,0,254.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019135,NaN,NaN,NaN,NaN,2.8502,-26.4,448.58,315.3,0.5,2.5962
37.268,4.9613,-17.945,-0.032609,17.948,0.44898,0.20707,0.010091,0.20731,2.7899,2.6276,0.44779,43.796,-120.65,9.7856,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056917,2502039,0,256.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019221,NaN,NaN,NaN,NaN,3.23,-26.342,449.14,315.34,0.5,2.5962
37.768,4.9523,-17.951,-0.012427,17.95,0.23465,0.20572,0.010098,0.20597,2.8102,2.7446,0.23432,43.796,-120.65,9.7856,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056918,2504486,0,256.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019294,NaN,NaN,NaN,NaN,3.0609,-26.284,449.7,315.37,0.5,2.5963
38.268,4.9434,-17.949,0.0038702,17.956,0.21651,0.20432,0.010104,0.20457,2.831,2.8528,0.21648,43.796,-120.65,9.7856,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056929,2507343,0,257.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001933,NaN,NaN,NaN,NaN,3.1448,-26.225,450.27,315.41,0.5,2.5963
38.768,4.9344,-17.944,0.010041,17.951,0.1216,0.20288,0.010108,0.20313,2.8522,2.9133,0.12118,43.796,-120.65,9.7856,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056907,2508743,0,257.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019357,NaN,NaN,NaN,NaN,3.0781,-26.167,450.83,315.44,0.5,2.5964
39.268,4.9254,-17.938,0.013791,17.945,0.042934,0.20143,0.010111,0.20169,2.8735,2.8931,0.040659,43.796,-120.65,9.7857,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056881,2.51e6,0,257.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019369,NaN,NaN,NaN,NaN,2.8426,-26.109,451.4,315.48,0.5,2.5964
39.768,4.9165,-17.929,0.016404,17.938,0.082547,0.2,0.010113,0.20025,2.8947,2.8526,0.080901,43.796,-120.65,9.7857,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056854,2511143,0,257.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019353,NaN,NaN,NaN,NaN,2.7485,-26.05,451.96,315.51,0.5,2.5964
40.268,4.9075,-17.92,0.018135,17.931,0.14811,0.19855,0.010114,0.19881,2.9161,2.9261,0.147,43.796,-120.65,9.7857,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056826,2512289,0,257.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019331,NaN,NaN,NaN,NaN,3.1249,-25.992,452.53,315.55,0.5,2.5965
40.768,4.8985,-17.912,0.017011,17.92,0.032607,0.19708,0.010115,0.19734,2.9381,2.94,0.027818,43.796,-120.65,9.7858,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056785,2512822,0,257.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019344,NaN,NaN,NaN,NaN,2.9803,-25.934,453.09,315.58,0.5,2.5965
41.268,4.8896,-17.903,0.017515,17.912,0.020152,0.19562,0.010116,0.19588,2.9603,2.9351,0.0099669,43.796,-120.65,9.7858,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056751,2513696,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019339,NaN,NaN,NaN,NaN,2.9254,-25.875,453.65,315.62,0.5,2.5966
41.768,4.8806,-17.894,0.017877,17.903,0.05385,0.19415,0.010116,0.19442,2.9826,2.9097,0.050796,43.796,-120.65,9.7858,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056718,2514571,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019327,NaN,NaN,NaN,NaN,2.8457,-25.817,454.22,315.65,0.5,2.5966
42.268,4.8717,-17.885,0.01778,17.894,0.019775,0.1927,0.010116,0.19296,3.0052,2.914,0.0086553,43.796,-120.65,9.7858,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056683,2515356,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001931,NaN,NaN,NaN,NaN,2.9289,-25.759,454.78,315.69,0.5,2.5967
42.768,4.8627,-17.876,0.018388,17.886,0.10851,0.19125,0.010116,0.19152,3.0278,2.8605,0.10694,43.796,-120.65,9.7859,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056651,2516315,0,257.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019302,NaN,NaN,NaN,NaN,2.7223,-25.701,455.34,315.72,0.5,2.5967
43.268,4.8538,-17.867,0.018441,17.878,0.13806,0.18984,0.010116,0.19011,3.0503,2.7921,0.13682,43.796,-120.65,9.7859,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056618,2517177,0,257.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019275,NaN,NaN,NaN,NaN,2.6145,-25.643,455.91,315.76,0.5,2.5968
43.768,4.8449,-17.858,0.018108,17.869,0.1405,0.18846,0.010116,0.18873,3.0725,2.7224,0.13933,43.796,-120.65,9.7859,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056583,2517946,0,257.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019244,NaN,NaN,NaN,NaN,2.5416,-25.585,456.47,315.79,0.5,2.5968
44.268,4.8359,-17.846,0.022442,17.868,0.32771,0.18706,0.010116,0.18733,3.0955,2.8859,0.32694,43.796,-120.65,9.7859,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056574,2519891,0,257.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019213,NaN,NaN,NaN,NaN,3.3211,-25.527,457.03,315.83,0.5,2.5968
44.768,4.827,-17.839,0.015259,17.848,0.13659,0.18563,0.010116,0.18591,3.1192,2.818,0.13573,43.796,-120.65,9.786,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056506,2519178,0,257.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019252,NaN,NaN,NaN,NaN,2.6422,-25.469,457.59,315.86,0.5,2.5969
45.268,4.8181,-17.831,0.015793,17.839,0.057026,0.18423,0.010116,0.18451,3.1428,2.7906,0.054795,43.796,-120.65,9.786,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056471,2519948,0,257.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019223,NaN,NaN,NaN,NaN,2.7217,-25.411,458.15,315.9,0.5,2.5969
45.768,4.8092,-17.823,0.016835,17.831,0.065166,0.18284,0.010115,0.18312,3.1665,2.7592,0.062954,43.796,-120.65,9.786,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05644,2520887,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019206,NaN,NaN,NaN,NaN,2.6795,-25.353,458.72,315.94,0.5,2.597
46.268,4.8003,-17.813,0.019204,17.826,0.2049,0.18144,0.010115,0.18172,3.1909,2.8612,0.204,43.796,-120.65,9.7861,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056418,2522241,0,257.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019188,NaN,NaN,NaN,NaN,3.1334,-25.295,459.28,315.97,0.5,2.597
46.768,4.7914,-17.804,0.016945,17.814,0.12579,0.17999,0.010115,0.18028,3.2164,2.9235,0.12464,43.796,-120.65,9.7861,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056374,2522571,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001921,NaN,NaN,NaN,NaN,3.0911,-25.237,459.84,316.01,0.5,2.5971
47.268,4.7825,-17.796,0.016801,17.805,0.088853,0.17854,0.010115,0.17883,3.2424,2.8799,0.08725,43.796,-120.65,9.7861,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056338,2523287,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019221,NaN,NaN,NaN,NaN,2.7684,-25.179,460.4,316.04,0.5,2.5971
47.768,4.7736,-17.788,0.01711,17.797,0.081014,0.17709,0.010115,0.17738,3.2689,2.9194,0.079186,43.796,-120.65,9.7861,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056305,2524113,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019198,NaN,NaN,NaN,NaN,3.027,-25.121,460.96,316.08,0.5,2.5972
48.268,4.7647,-17.779,0.017044,17.788,0.047255,0.17563,0.010114,0.17592,3.296,2.9415,0.044074,43.796,-120.65,9.7862,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056271,2524864,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019202,NaN,NaN,NaN,NaN,3.0028,-25.063,461.52,316.11,0.5,2.5972
48.768,4.7558,-17.77,0.018919,17.782,0.18747,0.17413,0.010114,0.17443,3.3241,3.0347,0.18651,43.796,-120.65,9.7862,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056247,2526111,0,257.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019201,NaN,NaN,NaN,NaN,3.2831,-25.006,462.08,316.15,0.5,2.5973
49.268,4.7469,-17.761,0.016743,17.77,0.099605,0.1726,0.010114,0.1729,3.3534,3.0838,0.098187,43.796,-120.65,9.7862,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056204,2526447,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019222,NaN,NaN,NaN,NaN,3.2161,-24.948,462.64,316.18,0.5,2.5973
49.768,4.738,-17.753,0.016924,17.762,0.091558,0.17107,0.010114,0.17137,3.3833,3.0388,0.08998,43.796,-120.65,9.7862,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05617,2527239,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001923,NaN,NaN,NaN,NaN,2.9242,-24.89,463.19,316.22,0.5,2.5974
50.268,4.7292,-17.744,0.016762,17.753,0.042816,0.16956,0.010113,0.16986,3.4133,3.0191,0.039398,43.796,-120.65,9.7863,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056135,2527958,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019206,NaN,NaN,NaN,NaN,2.9709,-24.832,463.75,316.25,0.5,2.5974
50.768,4.7203,-17.736,0.01716,17.745,0.072212,0.16806,0.010113,0.16836,3.4436,2.9841,0.070144,43.796,-120.65,9.7863,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056104,2528811,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019191,NaN,NaN,NaN,NaN,2.8956,-24.775,464.31,316.29,0.5,2.5975
51.268,4.7114,-17.727,0.017482,17.737,0.10549,0.16655,0.010113,0.16686,3.4746,3.0361,0.10403,43.796,-120.65,9.7863,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056072,2529674,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001917,NaN,NaN,NaN,NaN,3.1757,-24.717,464.87,316.32,0.5,2.5975
51.768,4.7026,-17.718,0.018007,17.729,0.16256,0.16506,0.010112,0.16536,3.5059,2.9553,0.16156,43.796,-120.65,9.7864,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056043,2530611,0,257.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019179,NaN,NaN,NaN,NaN,2.7473,-24.659,465.43,316.36,0.5,2.5976
52.268,4.6937,-17.709,0.017597,17.721,0.16604,0.16356,0.010112,0.16387,3.5379,3.0379,0.16511,43.796,-120.65,9.7864,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.056009,2531349,0,257.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019143,NaN,NaN,NaN,NaN,3.2571,-24.602,465.98,316.39,0.5,2.5976
52.768,4.6849,-17.701,0.015888,17.709,0.025004,0.16204,0.010112,0.16235,3.5709,3.0475,0.019307,43.796,-120.65,9.7864,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055967,2531719,0,257.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019161,NaN,NaN,NaN,NaN,3.0761,-24.544,466.54,316.43,0.5,2.5976
53.268,4.676,-17.693,0.017416,17.703,0.13912,0.16053,0.010112,0.16085,3.6042,2.9785,0.13803,43.796,-120.65,9.7864,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055941,2532806,0,257.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019156,NaN,NaN,NaN,NaN,2.8017,-24.487,467.1,316.46,0.5,2.5977
53.768,4.6672,-17.684,0.016214,17.693,0.021783,0.15904,0.010111,0.15936,3.6379,2.9858,0.014547,43.796,-120.65,9.7865,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055902,2533300,0,257.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019124,NaN,NaN,NaN,NaN,3.0081,-24.429,467.66,316.49,0.5,2.5977
54.268,4.6583,-17.675,0.018559,17.688,0.19602,0.15752,0.010111,0.15784,3.6727,3.0833,0.19514,43.796,-120.65,9.7865,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055881,2534624,0,257.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019118,NaN,NaN,NaN,NaN,3.3411,-24.372,468.21,316.53,0.5,2.5978
54.768,4.6495,-17.666,0.017782,17.679,0.2072,0.156,0.010111,0.15633,3.7082,2.9801,0.20644,43.796,-120.65,9.7865,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055846,2535308,0,257.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019142,NaN,NaN,NaN,NaN,2.7145,-24.314,468.77,316.56,0.5,2.5978
55.268,4.6407,-17.658,0.017417,17.67,0.21561,0.15454,0.01011,0.15487,3.7431,2.8727,0.21491,43.796,-120.65,9.7865,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055813,2536049,0,257.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019098,NaN,NaN,NaN,NaN,2.5962,-24.257,469.32,316.6,0.5,2.5979
55.768,4.6318,-17.65,0.014923,17.658,0.060416,0.1531,0.01011,0.15343,3.7782,2.9019,0.058544,43.796,-120.65,9.7866,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055768,2536214,0,257.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019054,NaN,NaN,NaN,NaN,2.9815,-24.199,469.88,316.63,0.5,2.5979
56.268,4.623,-17.642,0.016043,17.651,0.07588,0.15164,0.01011,0.15197,3.8144,2.939,0.074165,43.796,-120.65,9.7866,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055738,2537132,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019056,NaN,NaN,NaN,NaN,3.0388,-24.142,470.44,316.67,0.5,2.598
56.768,4.6142,-17.634,0.017111,17.644,0.13883,0.15015,0.01011,0.15049,3.8519,3.0079,0.13777,43.796,-120.65,9.7866,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055711,2538119,0,257.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019059,NaN,NaN,NaN,NaN,3.1903,-24.085,470.99,316.7,0.5,2.598
57.268,4.6054,-17.625,0.01726,17.636,0.16395,0.14863,0.010109,0.14897,3.8912,3.0894,0.16304,43.796,-120.65,9.7867,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05568,2538945,0,257.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019074,NaN,NaN,NaN,NaN,3.3045,-24.027,471.55,316.74,0.5,2.598
57.768,4.5966,-17.616,0.017025,17.627,0.14954,0.14706,0.010109,0.14741,3.9323,3.1637,0.14857,43.796,-120.65,9.7867,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055645,2539682,0,257.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019092,NaN,NaN,NaN,NaN,3.3599,-23.97,472.12,316.77,0.5,2.5981
58.268,4.5878,-17.608,0.016354,17.617,0.041151,0.14549,0.010109,0.14584,3.9747,3.1448,0.037762,43.796,-120.65,9.7867,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055606,2540291,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001911,NaN,NaN,NaN,NaN,3.0992,-23.913,472.7,316.81,0.5,2.5981
58.768,4.579,-17.599,0.01769,17.609,0.11566,0.14393,0.010109,0.14428,4.0175,3.0877,0.1143,43.796,-120.65,9.7867,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055578,2541376,0,257.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019095,NaN,NaN,NaN,NaN,2.9429,-23.855,473.29,316.84,0.5,2.5982
59.268,4.5702,-17.59,0.018315,17.602,0.1616,0.1424,0.010108,0.14276,4.0602,3.0074,0.16056,43.796,-120.65,9.7868,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055547,2542375,0,257.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019066,NaN,NaN,NaN,NaN,2.8028,-23.798,473.87,316.88,0.5,2.5982
