# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (km),Position North of launch (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
59.768,4.5614,-17.582,0.016642,17.59,0.016836,0.1409,0.010108,0.14126,4.1033,3.0087,0.0025491,43.796,-120.65,9.7868,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055505,2542825,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019029,NaN,NaN,NaN,NaN,3.0153,-23.741,474.46,316.91,0.5,2.5983
60.268,4.5526,-17.573,0.01718,17.582,0.024316,0.1394,0.010108,0.13976,4.1473,3.0001,0.017208,43.796,-120.65,9.7868,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055473,2543726,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019021,NaN,NaN,NaN,NaN,2.9811,-23.684,475.04,316.95,0.5,2.5983
60.768,4.5438,-17.564,0.017646,17.574,0.073752,0.13789,0.010107,0.13826,4.1924,3.0359,0.07161,43.796,-120.65,9.7868,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055441,2544649,0,257.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019009,NaN,NaN,NaN,NaN,3.1317,-23.627,475.63,316.98,0.5,2.5984
61.268,4.535,-17.556,0.01765,17.565,0.083659,0.13636,0.010107,0.13674,4.2391,3.0768,0.081775,43.796,-120.65,9.7869,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055408,2545486,0,257.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019012,NaN,NaN,NaN,NaN,3.1857,-23.57,476.21,317.02,0.5,2.5984
61.768,4.5262,-17.545,0.020421,17.561,0.25073,0.13479,0.010107,0.13517,4.2881,3.2017,0.2499,43.796,-120.65,9.7869,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05539,2547043,0,257.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019017,NaN,NaN,NaN,NaN,3.5274,-23.513,476.8,317.05,0.5,2.5985
62.268,4.5175,-17.537,0.01649,17.547,0.14036,0.13321,0.010107,0.13359,4.3388,3.132,0.13939,43.796,-120.65,9.7869,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055339,2547059,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019051,NaN,NaN,NaN,NaN,2.9555,-23.456,477.38,317.08,0.5,2.5985
62.768,4.5087,-17.529,0.016036,17.537,0.029297,0.13165,0.010106,0.13203,4.39,3.1198,0.024519,43.796,-120.65,9.787,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055302,2547700,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019018,NaN,NaN,NaN,NaN,3.0915,-23.399,477.96,317.12,0.5,2.5985
63.268,4.4999,-17.519,0.021305,17.537,0.30223,0.13012,0.010106,0.13051,4.441,2.969,0.30148,43.796,-120.65,9.787,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055296,2549795,0,257.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019005,NaN,NaN,NaN,NaN,2.5842,-23.342,478.55,317.15,0.5,2.5986
63.768,4.4912,-17.51,0.017326,17.524,0.23928,0.12867,0.010106,0.12906,4.4909,2.8497,0.23865,43.796,-120.65,9.787,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055247,2549874,0,257.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018943,NaN,NaN,NaN,NaN,2.5459,-23.285,479.13,317.19,0.5,2.5986
64.268,4.4824,-17.502,0.014975,17.511,0.10472,0.12723,0.010106,0.12763,4.5413,2.9015,0.10364,43.796,-120.65,9.787,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055201,2550087,0,257.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018895,NaN,NaN,NaN,NaN,3.0381,-23.228,479.71,317.22,0.5,2.5987
64.768,4.4737,-17.495,0.01566,17.502,0.016436,0.12578,0.010105,0.12619,4.5933,2.899,0.0049907,43.796,-120.65,9.7871,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055168,2550914,0,257.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018904,NaN,NaN,NaN,NaN,2.8959,-23.171,480.3,317.26,0.5,2.5987
65.268,4.4649,-17.486,0.016506,17.495,0.018561,0.12433,0.010105,0.12474,4.6465,2.9033,0.0084908,43.796,-120.65,9.7871,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055137,2551836,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018895,NaN,NaN,NaN,NaN,2.9175,-23.114,480.88,317.29,0.5,2.5988
65.768,4.4562,-17.478,0.017084,17.487,0.068667,0.12287,0.010105,0.12328,4.7014,2.9365,0.066508,43.796,-120.65,9.7871,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055106,2552751,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018888,NaN,NaN,NaN,NaN,3.0252,-23.057,481.46,317.33,0.5,2.5988
66.268,4.4475,-17.469,0.017258,17.478,0.093273,0.12141,0.010104,0.12183,4.7574,2.8907,0.091663,43.796,-120.65,9.7871,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055074,2553603,0,257.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001889,NaN,NaN,NaN,NaN,2.7764,-23,482.04,317.36,0.5,2.5989
66.768,4.4387,-17.461,0.016763,17.469,0.035518,0.11997,0.010104,0.1204,4.8142,2.875,0.031314,43.796,-120.65,9.7872,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055039,2554297,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018866,NaN,NaN,NaN,NaN,2.8382,-22.944,482.62,317.4,0.5,2.5989
67.268,4.43,-17.45,0.020783,17.468,0.27684,0.1185,0.010104,0.11893,4.8736,3.0131,0.27606,43.796,-120.65,9.7872,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.055029,2556132,0,257.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018853,NaN,NaN,NaN,NaN,3.3698,-22.887,483.2,317.43,0.5,2.599
67.768,4.4213,-17.442,0.016717,17.454,0.19713,0.11697,0.010104,0.1174,4.9369,3.1113,0.19642,43.796,-120.65,9.7872,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054979,2556151,0,257.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018888,NaN,NaN,NaN,NaN,3.3659,-22.83,483.78,317.46,0.5,2.599
68.268,4.4126,-17.434,0.015285,17.443,0.093514,0.1154,0.010103,0.11584,5.0035,3.1574,0.092256,43.796,-120.65,9.7872,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054938,2556561,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018913,NaN,NaN,NaN,NaN,3.2787,-22.773,484.36,317.5,0.5,2.5991
68.768,4.4038,-17.425,0.01794,17.438,0.20714,0.1138,0.010103,0.11424,5.0736,3.2606,0.20636,43.796,-120.65,9.7873,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054918,2557934,0,257.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018921,NaN,NaN,NaN,NaN,3.5276,-22.717,484.94,317.53,0.5,2.5991
69.268,4.3951,-17.418,0.015129,17.425,0.019716,0.11216,0.010103,0.11262,5.1468,3.2669,0.012642,43.796,-120.65,9.7873,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054872,2558075,0,257.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018949,NaN,NaN,NaN,NaN,3.2863,-22.66,485.52,317.57,0.5,2.5992
69.768,4.3864,-17.409,0.017775,17.421,0.18632,0.11055,0.010103,0.11102,5.2212,3.1742,0.18547,43.796,-120.65,9.7873,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054851,2559438,0,257.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018944,NaN,NaN,NaN,NaN,2.9407,-22.603,486.1,317.6,0.5,2.5992
70.268,4.3777,-17.399,0.01887,17.415,0.26078,0.109,0.010102,0.10947,5.2951,3.0441,0.2601,43.796,-120.65,9.7874,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054827,2560595,0,257.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018901,NaN,NaN,NaN,NaN,2.7157,-22.547,486.68,317.64,0.5,2.5992
70.768,4.369,-17.392,0.014263,17.4,0.026486,0.10748,0.010102,0.10795,5.3694,3.033,0.022318,43.796,-120.65,9.7874,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054772,2560345,0,257.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018846,NaN,NaN,NaN,NaN,3.0077,-22.49,487.26,317.67,0.5,2.5993
71.268,4.3603,-17.385,0.015641,17.392,0.034499,0.10597,0.010102,0.10645,5.4454,3.0176,0.03075,43.796,-120.65,9.7874,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054744,2561317,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018835,NaN,NaN,NaN,NaN,2.9816,-22.434,487.84,317.7,0.5,2.5993
71.768,4.3516,-17.375,0.018672,17.389,0.22112,0.10443,0.010101,0.10492,5.5249,3.1277,0.22033,43.796,-120.65,9.7874,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054727,2562824,0,257.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018822,NaN,NaN,NaN,NaN,3.4114,-22.377,488.42,317.74,0.5,2.5994
72.268,4.343,-17.366,0.017491,17.38,0.22009,0.10284,0.010101,0.10334,5.6097,3.2374,0.21939,43.796,-120.65,9.7875,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054692,2563451,0,257.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018851,NaN,NaN,NaN,NaN,3.5198,-22.321,488.99,317.77,0.5,2.5994
72.768,4.3343,-17.359,0.015041,17.367,0.10426,0.10121,0.010101,0.10171,5.6994,3.289,0.10317,43.796,-120.65,9.7875,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054648,2563660,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018881,NaN,NaN,NaN,NaN,3.4235,-22.264,489.57,317.81,0.5,2.5995
73.268,4.3256,-17.351,0.015322,17.359,0.017591,0.099563,0.010101,0.10007,5.7928,3.2933,0.0086419,43.796,-120.65,9.7875,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054615,2564406,0,257.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018892,NaN,NaN,NaN,NaN,3.3076,-22.208,490.15,317.84,0.5,2.5995
73.768,4.3169,-17.343,0.016792,17.353,0.1299,0.097933,0.0101,0.098452,5.8884,3.2289,0.12881,43.796,-120.65,9.7875,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05459,2565485,0,257.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018886,NaN,NaN,NaN,NaN,3.0686,-22.151,490.73,317.88,0.5,2.5996
74.268,4.3083,-17.335,0.016319,17.344,0.10744,0.096332,0.0101,0.09686,5.9854,3.1758,0.1062,43.796,-120.65,9.7876,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054556,2566168,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018854,NaN,NaN,NaN,NaN,3.0443,-22.095,491.3,317.91,0.5,2.5996
74.768,4.2996,-17.327,0.016108,17.335,0.080634,0.094754,0.0101,0.09529,6.0842,3.1363,0.079009,43.796,-120.65,9.7876,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054523,2566885,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018826,NaN,NaN,NaN,NaN,3.0394,-22.039,491.88,317.94,0.5,2.5996
75.268,4.2909,-17.318,0.016515,17.328,0.10896,0.093199,0.010099,0.093744,6.1847,3.0825,0.1077,43.796,-120.65,9.7876,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054493,2567749,0,257.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018804,NaN,NaN,NaN,NaN,2.9492,-21.982,492.46,317.98,0.5,2.5997
75.768,4.2823,-17.31,0.016112,17.319,0.074367,0.091649,0.010099,0.092203,6.2883,3.1188,0.072601,43.796,-120.65,9.7876,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05446,2568432,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018777,NaN,NaN,NaN,NaN,3.214,-21.926,493.03,318.01,0.5,2.5997
76.268,4.2736,-17.302,0.016259,17.311,0.083523,0.090099,0.010099,0.090664,6.3954,3.0778,0.081925,43.796,-120.65,9.7877,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054429,2569228,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018781,NaN,NaN,NaN,NaN,2.9773,-21.87,493.61,318.05,0.5,2.5998
76.768,4.265,-17.294,0.016914,17.304,0.14237,0.088578,0.010099,0.089152,6.5041,3.0071,0.14136,43.796,-120.65,9.7877,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054401,2570172,0,257.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018758,NaN,NaN,NaN,NaN,2.8316,-21.814,494.18,318.08,0.5,2.5998
77.268,4.2563,-17.286,0.015989,17.295,0.099546,0.087087,0.010098,0.08767,6.6143,2.958,0.098253,43.796,-120.65,9.7877,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054366,2570751,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018725,NaN,NaN,NaN,NaN,2.837,-21.757,494.76,318.11,0.5,2.5999
77.768,4.2477,-17.277,0.016765,17.288,0.14945,0.085589,0.010098,0.086183,6.7288,3.0323,0.14851,43.796,-120.65,9.7878,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054339,2571709,0,257.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018701,NaN,NaN,NaN,NaN,3.2231,-21.701,495.33,318.15,0.5,2.5999
78.268,4.2391,-17.27,0.015336,17.278,0.042502,0.084078,0.010098,0.084682,6.8484,3.0124,0.039639,43.796,-120.65,9.7878,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054301,2572144,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018717,NaN,NaN,NaN,NaN,2.9656,-21.645,495.91,318.18,0.5,2.6
78.768,4.2304,-17.262,0.015704,17.27,0.020672,0.08257,0.010098,0.083185,6.9721,3.0192,0.013443,43.796,-120.65,9.7878,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05427,2572947,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018703,NaN,NaN,NaN,NaN,3.0393,-21.589,496.48,318.22,0.5,2.6
79.268,4.2218,-17.254,0.015991,17.262,0.047927,0.081066,0.010097,0.081693,7.1,2.9966,0.045181,43.796,-120.65,9.7878,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.05424,2573757,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018697,NaN,NaN,NaN,NaN,2.9428,-21.533,497.06,318.25,0.5,2.6
79.768,4.2132,-17.243,0.021278,17.263,0.32349,0.079528,0.010097,0.080166,7.2357,3.158,0.32279,43.796,-120.65,9.7879,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054239,2575903,0,257.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018681,NaN,NaN,NaN,NaN,3.5676,-21.477,497.63,318.28,0.5,2.6001
80.268,4.2045,-17.236,0.013523,17.244,0.1114,0.077962,0.010097,0.078614,7.3792,3.1027,0.11057,43.796,-120.65,9.7879,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054173,2575015,0,257.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018727,NaN,NaN,NaN,NaN,2.9666,-21.421,498.21,318.32,0.5,2.6001
80.768,4.1959,-17.229,0.014829,17.237,0.10195,0.076399,0.010096,0.077063,7.5283,3.1531,0.10086,43.796,-120.65,9.7879,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054146,2575934,0,257.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00187,NaN,NaN,NaN,NaN,3.2832,-21.365,498.78,318.35,0.5,2.6002
81.268,4.1873,-17.22,0.017375,17.233,0.22229,0.07485,0.010096,0.075528,7.682,3.0423,0.22161,43.796,-120.65,9.7879,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054127,2577276,0,257.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001871,NaN,NaN,NaN,NaN,2.7669,-21.309,499.35,318.39,0.5,2.6002
81.768,4.1787,-17.213,0.014047,17.22,0.015022,0.073329,0.010096,0.074021,7.8392,3.0396,0.0053239,43.796,-120.65,9.788,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054081,2577269,0,257.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018662,NaN,NaN,NaN,NaN,3.0361,-21.253,499.93,318.42,0.5,2.6003
82.268,4.1701,-17.206,0.015616,17.214,0.10329,0.071797,0.010096,0.072503,8.0041,3.0907,0.1021,43.796,-120.65,9.788,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054056,2578298,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018654,NaN,NaN,NaN,NaN,3.2221,-21.197,500.5,318.45,0.5,2.6003
82.768,4.1615,-17.198,0.015419,17.206,0.068828,0.070243,0.010095,0.070965,8.1786,3.1242,0.067079,43.796,-120.65,9.788,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.054024,2578980,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018664,NaN,NaN,NaN,NaN,3.2116,-21.141,501.07,318.49,0.5,2.6004
83.268,4.1529,-17.19,0.015655,17.198,0.073468,0.068672,0.010095,0.06941,8.3629,3.1601,0.071781,43.796,-120.65,9.788,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053994,2579763,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018668,NaN,NaN,NaN,NaN,3.2533,-21.085,501.64,318.52,0.5,2.6004
83.768,4.1443,-17.182,0.015465,17.19,0.030288,0.067088,0.010095,0.067844,8.5571,3.1732,0.026042,43.796,-120.65,9.7881,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053963,2580453,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018673,NaN,NaN,NaN,NaN,3.209,-21.029,502.21,318.56,0.5,2.6005
84.268,4.1357,-17.174,0.015743,17.183,0.060535,0.065495,0.010095,0.066268,8.7619,3.2024,0.058452,43.796,-120.65,9.7881,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053933,2581253,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001867,NaN,NaN,NaN,NaN,3.2788,-20.973,502.79,318.59,0.5,2.6005
84.768,4.1271,-17.167,0.015557,17.174,0.031538,0.06389,0.010094,0.064682,8.9782,3.2161,0.027434,43.796,-120.65,9.7881,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053902,2581952,0,257.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018672,NaN,NaN,NaN,NaN,3.2536,-20.917,503.36,318.62,0.5,2.6005
85.268,4.1186,-17.159,0.015929,17.167,0.089135,0.062293,0.010094,0.063105,9.2043,3.1722,0.0877,43.796,-120.65,9.7882,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053874,2582785,0,257.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001867,NaN,NaN,NaN,NaN,3.0657,-20.861,503.93,318.66,0.5,2.6006
85.768,4.11,-17.151,0.015553,17.159,0.066116,0.060715,0.010094,0.061548,9.439,3.1401,0.064261,43.796,-120.65,9.7882,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053842,2583452,0,257.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018645,NaN,NaN,NaN,NaN,3.0629,-20.806,504.5,318.69,0.5,2.6006
86.268,4.1014,-17.141,0.02006,17.159,0.30645,0.059183,0.010093,0.060037,9.6785,2.9872,0.30579,43.796,-120.65,9.7882,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053837,2585379,0,257.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018626,NaN,NaN,NaN,NaN,2.6085,-20.75,505.07,318.72,0.5,2.6007
86.768,4.0928,-17.133,0.015878,17.145,0.22453,0.057717,0.010093,0.058593,9.9191,2.8752,0.22397,43.796,-120.65,9.7882,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053788,2585359,0,257.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018562,NaN,NaN,NaN,NaN,2.5988,-20.694,505.67,318.76,0.5,2.6007
87.268,4.0843,-17.126,0.013975,17.133,0.070691,0.056288,0.010093,0.057186,10.165,2.8406,0.069296,43.796,-120.65,9.7883,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053744,2585625,0,257.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018516,NaN,NaN,NaN,NaN,2.7573,-20.638,506.27,318.79,0.5,2.6008
87.768,4.0757,-17.118,0.016452,17.128,0.15586,0.054849,0.010093,0.05577,10.426,2.9181,0.15499,43.796,-120.65,9.7883,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053722,2586902,0,257.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018498,NaN,NaN,NaN,NaN,3.1145,-20.583,506.88,318.83,0.5,2.6008
88.268,4.0672,-17.109,0.017866,17.122,0.22643,0.053361,0.010092,0.054307,10.71,3.0309,0.22573,43.796,-120.65,9.7883,NaN,NaN,NaN,NaN,26.285,0,NaN,NaN,NaN,NaN,NaN,0.053699,2588083,0,257.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018515,NaN,NaN,NaN,NaN,3.3153,-20.527,507.48,318.86,0.5,2.6009
